"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"482","07-13-2018 12:00:00 PM","2018-086854","43","220","BURGLARY/B&E","1105 E ROOSEVELT RD","LITTLE ROCK","AR",72206,34.723411,-92.259904,"1105 E ROOSEVELT RD
LITTLE ROCK, AR 72206
(34.723411, -92.259904)","2018-07-13","Jul",2018,"Fri",12
"500","07-13-2018 09:00:00 AM","2018-086692","51","23H","ALL OTHER LARCENY","500 BROADWAY ST","LITTLE ROCK","AR",72201,34.744816,-92.275879,"500 BROADWAY ST
LITTLE ROCK, AR 72201
(34.744816, -92.275879)","2018-07-13","Jul",2018,"Fri",9
"501","07-02-2018 01:00:00 PM","2018-081477","51","23D","THEFT FROM BUILDING","917 S SPRING ST","LITTLE ROCK","AR",72201,NA,NA,"917 S SPRING ST
LITTLE ROCK, AR 72201","2018-07-02","Jul",2018,"Mon",13
"502","05-01-2018 04:00:00 PM","2018-085322","64","23H","ALL OTHER LARCENY","2907 LEHIGH DR","LITTLE ROCK","AR",72204,34.727416,-92.37939,"2907 LEHIGH DR
LITTLE ROCK, AR 72204
(34.727416, -92.37939)","2018-05-01","May",2018,"Tue",16
"503","06-29-2018 06:00:00 PM","2018-084862","42","220","BURGLARY/B&E","3400 E ROOSEVELT RD","LITTLE ROCK","AR",72206,34.721664,-92.234621,"3400 E ROOSEVELT RD
LITTLE ROCK, AR 72206
(34.721664, -92.234621)","2018-06-29","Jun",2018,"Fri",18
"504","07-12-2018 11:00:00 AM","2018-086302","62","23F","THEFT FROM MOTOR VEHICLE","3710 S UNIVERSITY","LITTLE ROCK","AR",72206,34.717347,-92.342376,"3710 S UNIVERSITY
LITTLE ROCK, AR 72206
(34.717347, -92.342376)","2018-07-12","Jul",2018,"Thu",11
"505","07-12-2018 08:00:00 PM","2018-086661","92","23F","THEFT FROM MOTOR VEHICLE","11205 OTTER CREEK SOUTH RD","LITTLE ROCK","AR",72103,34.652928,-92.404087,"11205 OTTER CREEK SOUTH RD
LITTLE ROCK, AR 72103
(34.652928, -92.404087)","2018-07-12","Jul",2018,"Thu",20
"526","07-10-2018 07:45:00 AM","2018-085253","63","220","BURGLARY/B&E","1221 RESERVOIR RD","LITTLE ROCK","AR",72227,34.763546,-92.376131,"1221 RESERVOIR RD
LITTLE ROCK, AR 72227
(34.763546, -92.376131)","2018-07-10","Jul",2018,"Tue",7
"527","07-05-2018 12:00:00 PM","2018-083078","72","23D","THEFT FROM BUILDING","17711 CHENAL PKWY","LITTLE ROCK","AR",72223,34.768949,-92.457899,"17711 CHENAL PKWY
LITTLE ROCK, AR 72223
(34.768949, -92.457899)","2018-07-05","Jul",2018,"Thu",12
"528","07-08-2018 09:00:00 PM","2018-084807","64","23G","THEFT OF MOTOR VEHICLE PARTS","3716 BOWERS ST","LITTLE ROCK","AR",72204,34.719396,-92.378526,"3716 BOWERS ST
LITTLE ROCK, AR 72204
(34.719396, -92.378526)","2018-07-08","Jul",2018,"Sun",21
"546","07-08-2018 09:15:00 PM","2018-084637","71","23D","THEFT FROM BUILDING","14000 KANIS RD","LITTLE ROCK","AR",72223,34.744618,-92.429236,"14000 KANIS RD
LITTLE ROCK, AR 72223
(34.744618, -92.429236)","2018-07-08","Jul",2018,"Sun",21
"547","07-10-2018 07:30:00 PM","2018-085760","92","220","BURGLARY/B&E","11125 INTERSTATE 30","LITTLE ROCK","AR",72103,34.664044,-92.397485,"11125 INTERSTATE 30
LITTLE ROCK, AR 72103
(34.664044, -92.397485)","2018-07-10","Jul",2018,"Tue",19
"548","07-14-2018 11:00:00 AM","2018-087296","60","23H","ALL OTHER LARCENY","104 S UNIVERSITY AV","LITTLE ROCK","AR",72223,34.752135,-92.341128,"104 S UNIVERSITY AV
LITTLE ROCK, AR 72223
(34.752135, -92.341128)","2018-07-14","Jul",2018,"Sat",11
"566","07-10-2018 04:49:00 PM","2018-085487","81","23H","ALL OTHER LARCENY","8701 INTERSTATE 30","LITTLE ROCK","AR",72209,34.672945,-92.347729,"8701 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.672945, -92.347729)","2018-07-10","Jul",2018,"Tue",16
"567","07-13-2018 11:05:00 PM","2018-087281","63","23F","THEFT FROM MOTOR VEHICLE","9600 BROOKS CT","LITTLE ROCK","AR",72205,34.756767,-92.381134,"9600 BROOKS CT
LITTLE ROCK, AR 72205
(34.756767, -92.381134)","2018-07-13","Jul",2018,"Fri",23
"568","07-07-2018 06:32:00 PM","2018-084179","72","23C","SHOPLIFTING","19301 CANTRELL RD","LITTLE ROCK","AR",72223,34.810936,-92.486473,"19301 CANTRELL RD
LITTLE ROCK, AR 72223
(34.810936, -92.486473)","2018-07-07","Jul",2018,"Sat",18
"582","04-12-2018 12:00:00 PM","2018-083063","82","23D","THEFT FROM BUILDING","6901 JUNIPER RD","LITTLE ROCK","AR",72209,34.675018,-92.354184,"6901 JUNIPER RD
LITTLE ROCK, AR 72209
(34.675018, -92.354184)","2018-04-12","Apr",2018,"Thu",12
"583","05-28-2018 08:00:00 AM","2018-085424","62","23F","THEFT FROM MOTOR VEHICLE","4214 TATUM ST","LITTLE ROCK","AR",72209,34.714759,-92.371031,"4214 TATUM ST
LITTLE ROCK, AR 72209
(34.714759, -92.371031)","2018-05-28","May",2018,"Mon",8
"584","07-11-2018 07:00:00 AM","2018-086370","93","23H","ALL OTHER LARCENY","14014 CRYSTAL VALLEY RD","LITTLE ROCK","AR",72210,34.681137,-92.422305,"14014 CRYSTAL VALLEY RD
LITTLE ROCK, AR 72210
(34.681137, -92.422305)","2018-07-11","Jul",2018,"Wed",7
"585","07-15-2018 08:06:00 PM","2018-087919","71","23C","SHOPLIFTING","12700 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754475,-92.415771,"12700 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754475, -92.415771)","2018-07-15","Jul",2018,"Sun",20
"586","07-10-2018 07:00:00 PM","2018-085554","61","23D","THEFT FROM BUILDING","8407 W MARKHAM ST","LITTLE ROCK","AR",72205,34.753141,-92.367325,"8407 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.753141, -92.367325)","2018-07-10","Jul",2018,"Tue",19
"587","07-10-2018 01:30:00 PM","2018-084915","93","23C","SHOPLIFTING","11201 BASS PRO PKWY","LITTLE ROCK","AR",72210,34.657543,-92.410366,"11201 BASS PRO PKWY
LITTLE ROCK, AR 72210
(34.657543, -92.410366)","2018-07-10","Jul",2018,"Tue",13
"588","07-11-2018 05:00:00 PM","2018-086386","72","23F","THEFT FROM MOTOR VEHICLE","106 CHARLESTON LN","LITTLE ROCK","AR",72223,34.789141,-92.441559,"106 CHARLESTON LN
LITTLE ROCK, AR 72223
(34.789141, -92.441559)","2018-07-11","Jul",2018,"Wed",17
"589","07-14-2018 05:50:00 AM","2018-087386","71","220","BURGLARY/B&E","601 NAPA VALLEY DR","LITTLE ROCK","AR",72211,34.760006,-92.41154,"601 NAPA VALLEY DR
LITTLE ROCK, AR 72211
(34.760006, -92.41154)","2018-07-14","Jul",2018,"Sat",5
"590","07-15-2018 09:40:00 PM","2018-087968","63","240","MOTOR VEHICLE THEFT","10201 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.766354,-92.387154,"10201 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.766354, -92.387154)","2018-07-15","Jul",2018,"Sun",21
"610","07-12-2018 02:00:00 PM","2018-086363","53","23H","ALL OTHER LARCENY","1511 S ELM ST","LITTLE ROCK","AR",72204,34.737415,-92.319142,"1511 S ELM ST
LITTLE ROCK, AR 72204
(34.737415, -92.319142)","2018-07-12","Jul",2018,"Thu",14
"611","07-11-2018 11:30:00 PM","2018-086213","71","23F","THEFT FROM MOTOR VEHICLE","14105 NAPOLEON RD","LITTLE ROCK","AR",72211,34.764567,-92.431248,"14105 NAPOLEON RD
LITTLE ROCK, AR 72211
(34.764567, -92.431248)","2018-07-11","Jul",2018,"Wed",23
"612","07-11-2018 08:55:00 AM","2018-085792","71","13A","AGGRAVATED ASSAULT","800 NAPA VALLEY DR","LITTLE ROCK","AR",72211,34.761059,-92.411514,"800 NAPA VALLEY DR
LITTLE ROCK, AR 72211
(34.761059, -92.411514)","2018-07-11","Jul",2018,"Wed",8
"633","07-11-2018 08:55:00 AM","2018-085792","71","13A","AGGRAVATED ASSAULT","800 NAPA VALLEY DR","LITTLE ROCK","AR",72211,34.761059,-92.411514,"800 NAPA VALLEY DR
LITTLE ROCK, AR 72211
(34.761059, -92.411514)","2018-07-11","Jul",2018,"Wed",8
"634","07-14-2018 10:30:00 PM","2018-087704","64","220","BURGLARY/B&E","6 LAURICE CIR","LITTLE ROCK","AR",72205,34.741987,-92.382698,"6 LAURICE CIR
LITTLE ROCK, AR 72205
(34.741987, -92.382698)","2018-07-14","Jul",2018,"Sat",22
"635","07-12-2018 01:50:00 AM","2018-086169","42","13A","AGGRAVATED ASSAULT","1101 BOUNDLESS ST","LITTLE ROCK","AR",72202,34.736567,-92.247315,"1101 BOUNDLESS ST
LITTLE ROCK, AR 72202
(34.736567, -92.247315)","2018-07-12","Jul",2018,"Thu",1
"659","07-10-2018 11:40:00 PM","2018-085672","70","13A","AGGRAVATED ASSAULT","1601 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.767624,-92.395836,"1601 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.767624, -92.395836)","2018-07-10","Jul",2018,"Tue",23
"682","07-09-2018 09:45:00 PM","2018-085264","50","23F","THEFT FROM MOTOR VEHICLE","4107 B ST","LITTLE ROCK","AR",72205,34.753369,-92.318764,"4107 B ST
LITTLE ROCK, AR 72205
(34.753369, -92.318764)","2018-07-09","Jul",2018,"Mon",21
"683","07-11-2018 04:35:00 AM","2018-085751","53","23F","THEFT FROM MOTOR VEHICLE","509 S VALENTINE ST","LITTLE ROCK","AR",72205,34.74724,-92.313195,"509 S VALENTINE ST
LITTLE ROCK, AR 72205
(34.74724, -92.313195)","2018-07-11","Jul",2018,"Wed",4
"780","10-02-2018 05:15:00 PM","2018-126838","72","23H","ALL OTHER LARCENY","812 TECHNOLOGY DR","LITTLE ROCK","AR",72223,NA,NA,"812 TECHNOLOGY DR
LITTLE ROCK, AR 72223","2018-10-02","Oct",2018,"Tue",17
"829","10-06-2018 05:28:00 AM","2018-127783","62","13A","AGGRAVATED ASSAULT","3112 S BRYANT ST","LITTLE ROCK","AR",72204,NA,NA,"3112 S BRYANT ST
LITTLE ROCK, AR 72204","2018-10-06","Oct",2018,"Sat",5
"853","06-18-2018 10:45:00 AM","2018-086756","42","23H","ALL OTHER LARCENY","5901 SLOANE DR","LITTLE ROCK","AR",72206,34.707443,-92.208697,"5901 SLOANE DR
LITTLE ROCK, AR 72206
(34.707443, -92.208697)","2018-06-18","Jun",2018,"Mon",10
"902","11-04-2018 10:30:00 PM","2018-141011","53","13A","AGGRAVATED ASSAULT","3704 ASHER AVE","LITTLE ROCK","AR",72204,NA,NA,"3704 ASHER AVE
LITTLE ROCK, AR 72204","2018-11-04","Nov",2018,"Sun",22
"946","07-12-2018 03:38:00 PM","2018-086399","51","23F","THEFT FROM MOTOR VEHICLE","2300 W 10TH ST","LITTLE ROCK","AR",72202,34.74179,-92.298777,"2300 W 10TH ST
LITTLE ROCK, AR 72202
(34.74179, -92.298777)","2018-07-12","Jul",2018,"Thu",15
"947","07-09-2018 10:57:00 PM","2018-085167","42","23D","THEFT FROM BUILDING","1 AIRPORT RD","LITTLE ROCK","AR",72202,34.727768,-92.219315,"1 AIRPORT RD
LITTLE ROCK, AR 72202
(34.727768, -92.219315)","2018-07-09","Jul",2018,"Mon",22
"995","07-02-2018 11:30:00 AM","2018-081939","81","23H","ALL OTHER LARCENY","7509 SANDRA DR","LITTLE ROCK","AR",72209,34.681206,-92.336459,"7509 SANDRA DR
LITTLE ROCK, AR 72209
(34.681206, -92.336459)","2018-07-02","Jul",2018,"Mon",11
"1043","07-11-2018 12:05:00 PM","2018-085865","53","23F","THEFT FROM MOTOR VEHICLE","1201 S WOODROW ST","LITTLE ROCK","AR",72204,34.739895,-92.305756,"1201 S WOODROW ST
LITTLE ROCK, AR 72204
(34.739895, -92.305756)","2018-07-11","Jul",2018,"Wed",12
"1474","07-06-2018 09:00:00 PM","2018-083919","40","240","MOTOR VEHICLE THEFT","614 PRESIDENT CLINTON AVE","LITTLE ROCK","AR",72201,34.747175,-92.263549,"614 PRESIDENT CLINTON AVE
LITTLE ROCK, AR 72201
(34.747175, -92.263549)","2018-07-06","Jul",2018,"Fri",21
"1568","07-14-2018 06:00:00 PM","2018-087367","51","23H","ALL OTHER LARCENY","700 W MARKHAM ST","LITTLE ROCK","AR",72201,34.749065,-92.277504,"700 W MARKHAM ST
LITTLE ROCK, AR 72201
(34.749065, -92.277504)","2018-07-14","Jul",2018,"Sat",18
"1569","07-07-2018 09:35:00 PM","2018-084287","42","23D","THEFT FROM BUILDING","1 AIRPORT RD","LITTLE ROCK","AR",72202,34.727768,-92.219315,"1 AIRPORT RD
LITTLE ROCK, AR 72202
(34.727768, -92.219315)","2018-07-07","Jul",2018,"Sat",21
"1664","07-07-2018 07:12:00 PM","2018-084194","93","23C","SHOPLIFTING","10 ANGLERS","LITTLE ROCK","AR",72210,34.659796,-92.40981,"10 ANGLERS
LITTLE ROCK, AR 72210
(34.659796, -92.40981)","2018-07-07","Jul",2018,"Sat",19
"1783","06-17-2018 04:00:00 PM","2018-082994","62","23D","THEFT FROM BUILDING","6420 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.718123,-92.348512,"6420 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.718123, -92.348512)","2018-06-17","Jun",2018,"Sun",16
"1784","07-03-2018 04:00:00 PM","2018-083157","91","23H","ALL OTHER LARCENY","10 BARCLAY RD","LITTLE ROCK","AR",72103,NA,NA,"10 BARCLAY RD
LITTLE ROCK, AR 72103","2018-07-03","Jul",2018,"Tue",16
"1808","07-06-2018 12:30:00 AM","2018-083428","90","23D","THEFT FROM BUILDING","25 WOODRIDGE DR","LITTLE ROCK","AR",72204,34.691052,-92.397549,"25 WOODRIDGE DR
LITTLE ROCK, AR 72204
(34.691052, -92.397549)","2018-07-06","Jul",2018,"Fri",0
"2070","07-10-2018 06:30:00 PM","2018-086348","60","23H","ALL OTHER LARCENY","360 N RIDGE RD","LITTLE ROCK","AR",72207,34.778638,-92.357218,"360 N RIDGE RD
LITTLE ROCK, AR 72207
(34.778638, -92.357218)","2018-07-10","Jul",2018,"Tue",18
"2071","07-10-2018 01:00:00 AM","2018-085601","52","11A","RAPE","","","",NA,NA,NA,"","2018-07-10","Jul",2018,"Tue",1
"2308","07-14-2018 06:00:00 PM","2018-087192","93","23F","THEFT FROM MOTOR VEHICLE","1 AUGUSTA CT","LITTLE ROCK","AR",72210,34.677174,-92.422053,"1 AUGUSTA CT
LITTLE ROCK, AR 72210
(34.677174, -92.422053)","2018-07-14","Jul",2018,"Sat",18
"2309","07-13-2018 12:20:00 AM","2018-086637","63","23F","THEFT FROM MOTOR VEHICLE","9705 OVERBY CT","LITTLE ROCK","AR",72205,34.760672,-92.382118,"9705 OVERBY CT
LITTLE ROCK, AR 72205
(34.760672, -92.382118)","2018-07-13","Jul",2018,"Fri",0
"2357","07-04-2018 08:18:00 PM","2018-082616","64","23D","THEFT FROM BUILDING","2700 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.734314,-92.394646,"2700 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.734314, -92.394646)","2018-07-04","Jul",2018,"Wed",20
"2452","07-10-2018 08:45:00 AM","2018-085303","53","240","MOTOR VEHICLE THEFT","2801 W ROOSEVELT RD","LITTLE ROCK","AR",72204,34.725361,-92.304947,"2801 W ROOSEVELT RD
LITTLE ROCK, AR 72204
(34.725361, -92.304947)","2018-07-10","Jul",2018,"Tue",8
"2476","07-14-2018 01:00:00 PM","2018-087316","71","13A","AGGRAVATED ASSAULT","1602 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.767965,-92.40359,"1602 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.767965, -92.40359)","2018-07-14","Jul",2018,"Sat",13
"2571","07-05-2018 11:45:00 AM","2018-082988","64","23D","THEFT FROM BUILDING","11501 FINANCIAL CENTRE PKWY","LITTLE ROCK","AR",72211,34.74694,-92.401762,"11501 FINANCIAL CENTRE PKWY
LITTLE ROCK, AR 72211
(34.74694, -92.401762)","2018-07-05","Jul",2018,"Thu",11
"2594","07-14-2018 02:15:00 PM","2018-087334","93","23F","THEFT FROM MOTOR VEHICLE","3 OLYMPIA CT","LITTLE ROCK","AR",72210,34.677104,-92.420928,"3 OLYMPIA CT
LITTLE ROCK, AR 72210
(34.677104, -92.420928)","2018-07-14","Jul",2018,"Sat",14
"2618","07-09-2018 07:45:00 PM","2018-085294","50","23F","THEFT FROM MOTOR VEHICLE","301 ASH ST","LITTLE ROCK","AR",72205,34.753588,-92.32277,"301 ASH ST
LITTLE ROCK, AR 72205
(34.753588, -92.32277)","2018-07-09","Jul",2018,"Mon",19
"2640","07-11-2018 08:00:00 PM","2018-086229","71","23F","THEFT FROM MOTOR VEHICLE","1502 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.766082,-92.403385,"1502 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.766082, -92.403385)","2018-07-11","Jul",2018,"Wed",20
"2664","07-09-2018 07:30:00 AM","2018-085319","53","23H","ALL OTHER LARCENY","2711 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75086,-92.303975,"2711 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75086, -92.303975)","2018-07-09","Jul",2018,"Mon",7
"2712","07-11-2018 09:40:00 AM","2018-085863","64","220","BURGLARY/B&E","102 CHAMBERLAIN DR","LITTLE ROCK","AR",72204,34.730444,-92.376584,"102 CHAMBERLAIN DR
LITTLE ROCK, AR 72204
(34.730444, -92.376584)","2018-07-11","Jul",2018,"Wed",9
"2879","07-15-2018 05:56:00 PM","2018-087417","63","23F","THEFT FROM MOTOR VEHICLE","1720 N MISSISSIPPI ST","LITTLE ROCK","AR",72227,34.768675,-92.358246,"1720 N MISSISSIPPI ST
LITTLE ROCK, AR 72227
(34.768675, -92.358246)","2018-07-15","Jul",2018,"Sun",17
"2974","07-10-2018 05:30:00 PM","2018-085750","72","23F","THEFT FROM MOTOR VEHICLE","4800 BELLA ROSA DR","LITTLE ROCK","AR",72223,34.797485,-92.450417,"4800 BELLA ROSA DR
LITTLE ROCK, AR 72223
(34.797485, -92.450417)","2018-07-10","Jul",2018,"Tue",17
"3017","07-05-2018 12:00:00 PM","2018-083604","54","23D","THEFT FROM BUILDING","1 SAINT VINCENT","LITTLE ROCK","AR",72205,34.74907,-92.337496,"1 SAINT VINCENT
LITTLE ROCK, AR 72205
(34.74907, -92.337496)","2018-07-05","Jul",2018,"Thu",12
"3018","07-10-2018 05:00:00 PM","2018-085771","50","23F","THEFT FROM MOTOR VEHICLE","508 RIDGEWAY DR","LITTLE ROCK","AR",72205,34.755597,-92.313576,"508 RIDGEWAY DR
LITTLE ROCK, AR 72205
(34.755597, -92.313576)","2018-07-10","Jul",2018,"Tue",17
"3019","07-12-2018 02:17:00 AM","2018-086184","71","220","BURGLARY/B&E","15501 CAPITOL HILL BLVD","LITTLE ROCK","AR",72223,34.740273,-92.445293,"15501 CAPITOL HILL BLVD
LITTLE ROCK, AR 72223
(34.740273, -92.445293)","2018-07-12","Jul",2018,"Thu",2
"3020","07-13-2018 04:00:00 PM","2018-088099","70","220","BURGLARY/B&E","315 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.75696,-92.393861,"315 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.75696, -92.393861)","2018-07-13","Jul",2018,"Fri",16
"3161","07-09-2018 03:50:00 PM","2018-084978","50","23C","SHOPLIFTING","2516 CANTRELL RD","LITTLE ROCK","AR",72202,34.758191,-92.303421,"2516 CANTRELL RD
LITTLE ROCK, AR 72202
(34.758191, -92.303421)","2018-07-09","Jul",2018,"Mon",15
"3185","07-08-2018 07:25:00 PM","2018-084586","91","23D","THEFT FROM BUILDING","8820 BASELINE RD","LITTLE ROCK","AR",72209,34.670099,-92.376478,"8820 BASELINE RD
LITTLE ROCK, AR 72209
(34.670099, -92.376478)","2018-07-08","Jul",2018,"Sun",19
"3209","07-07-2018 08:00:00 PM","2018-084507","64","23D","THEFT FROM BUILDING","10001 KANIS RD","LITTLE ROCK","AR",72205,34.742798,-92.385529,"10001 KANIS RD
LITTLE ROCK, AR 72205
(34.742798, -92.385529)","2018-07-07","Jul",2018,"Sat",20
"3280","07-05-2018 05:15:00 PM","2018-083165","63","23C","SHOPLIFTING","9200 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.757774,-92.376839,"9200 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.757774, -92.376839)","2018-07-05","Jul",2018,"Thu",17
"3328","07-09-2018 08:00:00 AM","2018-084952","81","23F","THEFT FROM MOTOR VEHICLE","4 TRENT DR","LITTLE ROCK","AR",72209,34.681105,-92.330988,"4 TRENT DR
LITTLE ROCK, AR 72209
(34.681105, -92.330988)","2018-07-09","Jul",2018,"Mon",8
"3399","07-13-2018 08:00:00 PM","2018-087213","64","220","BURGLARY/B&E","4023 S SHACKLEFORD RD","LITTLE ROCK","AR",72204,34.717042,-92.393131,"4023 S SHACKLEFORD RD
LITTLE ROCK, AR 72204
(34.717042, -92.393131)","2018-07-13","Jul",2018,"Fri",20
"3447","07-14-2018 09:30:00 PM","2018-087733","64","220","BURGLARY/B&E","9609 VAUGHN DR","LITTLE ROCK","AR",72205,34.741089,-92.382197,"9609 VAUGHN DR
LITTLE ROCK, AR 72205
(34.741089, -92.382197)","2018-07-14","Jul",2018,"Sat",21
"3517","07-12-2018 08:00:00 PM","2018-086318","71","23F","THEFT FROM MOTOR VEHICLE","12 PERDIDO CIR","LITTLE ROCK","AR",72211,34.76162,-92.422419,"12 PERDIDO CIR
LITTLE ROCK, AR 72211
(34.76162, -92.422419)","2018-07-12","Jul",2018,"Thu",20
"3518","07-14-2018 11:00:00 AM","2018-088201","43","23H","ALL OTHER LARCENY","2601 WELCH ST","LITTLE ROCK","AR",72206,34.723334,-92.260101,"2601 WELCH ST
LITTLE ROCK, AR 72206
(34.723334, -92.260101)","2018-07-14","Jul",2018,"Sat",11
"3609","07-10-2018 08:59:00 PM","2018-085587","50","120","ROBBERY","4100 W MARKHAM ST","LITTLE ROCK","AR",72205,34.751818,-92.318859,"4100 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.751818, -92.318859)","2018-07-10","Jul",2018,"Tue",20
"3610","07-10-2018 06:25:00 PM","2018-085527","93","13A","AGGRAVATED ASSAULT","9 NANDINA CIR","LITTLE ROCK","AR",72210,34.652706,-92.431382,"9 NANDINA CIR
LITTLE ROCK, AR 72210
(34.652706, -92.431382)","2018-07-10","Jul",2018,"Tue",18
"3611","07-10-2018 09:15:00 AM","2018-085289","52","23C","SHOPLIFTING","2414 BROADWAY ST","LITTLE ROCK","AR",72206,34.725114,-92.279147,"2414 BROADWAY ST
LITTLE ROCK, AR 72206
(34.725114, -92.279147)","2018-07-10","Jul",2018,"Tue",9
"3612","07-09-2018 09:47:00 AM","2018-084802","81","23G","THEFT OF MOTOR VEHICLE PARTS","7501 ENMAR DR","LITTLE ROCK","AR",72209,34.681566,-92.349247,"7501 ENMAR DR
LITTLE ROCK, AR 72209
(34.681566, -92.349247)","2018-07-09","Jul",2018,"Mon",9
"3636","05-20-2018 07:20:00 PM","2018-060674","80","13A","AGGRAVATED ASSAULT","108 LANCASTER RD","LITTLE ROCK","AR",72209,34.74345,-92.289935,"108 LANCASTER RD
LITTLE ROCK, AR 72209
(34.74345, -92.289935)","2018-05-20","May",2018,"Sun",19
"3804","07-14-2018 03:50:00 AM","2018-087154","70","220","BURGLARY/B&E","5500 HIGHLAND DR","LITTLE ROCK","AR",72223,34.804404,-92.425772,"5500 HIGHLAND DR
LITTLE ROCK, AR 72223
(34.804404, -92.425772)","2018-07-14","Jul",2018,"Sat",3
"3923","07-06-2018 05:46:00 PM","2018-083758","93","23C","SHOPLIFTING","10720 BASS PRO PKWY","LITTLE ROCK","AR",72209,34.657543,-92.410366,"10720 BASS PRO PKWY
LITTLE ROCK, AR 72209
(34.657543, -92.410366)","2018-07-06","Jul",2018,"Fri",17
"3947","07-13-2018 08:30:00 AM","2018-086678","63","23F","THEFT FROM MOTOR VEHICLE","9501 SATTERFIELD DR","LITTLE ROCK","AR",72227,34.761377,-92.382074,"9501 SATTERFIELD DR
LITTLE ROCK, AR 72227
(34.761377, -92.382074)","2018-07-13","Jul",2018,"Fri",8
"4040","07-02-2018 12:00:00 PM","2018-083013","90","23D","THEFT FROM BUILDING","4711 TALLEY RD","LITTLE ROCK","AR",72204,34.712517,-92.395658,"4711 TALLEY RD
LITTLE ROCK, AR 72204
(34.712517, -92.395658)","2018-07-02","Jul",2018,"Mon",12
"4063","07-14-2018 09:03:00 PM","2018-087505","63","23F","THEFT FROM MOTOR VEHICLE","7718 HARMON DR","LITTLE ROCK","AR",72227,34.766591,-92.35997,"7718 HARMON DR
LITTLE ROCK, AR 72227
(34.766591, -92.35997)","2018-07-14","Jul",2018,"Sat",21
"4133","07-14-2018 11:00:00 PM","2018-087689","50","240","MOTOR VEHICLE THEFT","220 LINWOOD CT","LITTLE ROCK","AR",72205,34.752969,-92.313574,"220 LINWOOD CT
LITTLE ROCK, AR 72205
(34.752969, -92.313574)","2018-07-14","Jul",2018,"Sat",23
"4158","07-25-2018 04:15:00 PM","2018-093583","60","220","BURGLARY/B&E","7205 M ST","LITTLE ROCK","AR",72207,34.764461,-92.354125,"7205 M ST
LITTLE ROCK, AR 72207
(34.764461, -92.354125)","2018-07-25","Jul",2018,"Wed",16
"4278","07-12-2018 10:30:00 PM","2018-086917","91","23F","THEFT FROM MOTOR VEHICLE","8511 SHILOH DR","LITTLE ROCK","AR",72103,34.651033,-92.374075,"8511 SHILOH DR
LITTLE ROCK, AR 72103
(34.651033, -92.374075)","2018-07-12","Jul",2018,"Thu",22
"4302","07-15-2018 10:46:00 AM","2018-087744","63","220","BURGLARY/B&E","8202 REYMERE DR","LITTLE ROCK","AR",72227,34.77227,-92.364835,"8202 REYMERE DR
LITTLE ROCK, AR 72227
(34.77227, -92.364835)","2018-07-15","Jul",2018,"Sun",10
"4373","06-24-2018 11:00:00 AM","2018-086279","63","11A","RAPE","","","",NA,NA,NA,"","2018-06-24","Jun",2018,"Sun",11
"4420","07-09-2018 10:00:00 PM","2018-085333","91","240","MOTOR VEHICLE THEFT","6612 GOLD CT","LITTLE ROCK","AR",72209,34.65217,-92.352522,"6612 GOLD CT
LITTLE ROCK, AR 72209
(34.65217, -92.352522)","2018-07-09","Jul",2018,"Mon",22
"4468","07-05-2018 12:50:00 AM","2018-082781","71","23C","SHOPLIFTING","14000 KANIS RD","LITTLE ROCK","AR",72223,34.744618,-92.429236,"14000 KANIS RD
LITTLE ROCK, AR 72223
(34.744618, -92.429236)","2018-07-05","Jul",2018,"Thu",0
"4621","07-04-2018 02:00:00 PM","2018-082937","64","23D","THEFT FROM BUILDING","10101 W 36TH ST","LITTLE ROCK","AR",72204,34.721123,-92.387619,"10101 W 36TH ST
LITTLE ROCK, AR 72204
(34.721123, -92.387619)","2018-07-04","Jul",2018,"Wed",14
