"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"184","2014-045420",64,"Breaking ",2014-04-26,4,"Saturday",-92.4018539,34.7482874,"11500 FINANCIAL CENTRE","Little Rock"," Arkansas"
"185","2014-046922",64,"Breaking ",2014-04-30,4,"Wednesday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"186","2015-053798",50,"Breaking ",2015-05-09,5,"Saturday",-92.3162438,34.6647935,"501 COFFER LN","Little Rock"," Arkansas"
"187","2014-052010",64,"Breaking ",2014-05-12,5,"Monday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"188","2015-052657",64,"Breaking ",2015-05-13,5,"Wednesday",-92.3992605,34.7111871,"10825 COL. GLENN RD","Little Rock"," Arkansas"
"189","2014-054831",64,"Breaking ",2014-05-19,5,"Monday",-92.3978427,34.7483934,"10920 FINANCIAL CENTRE","Little Rock"," Arkansas"
"190","2014-056231",71,"Breaking ",2014-05-20,5,"Tuesday",-92.4184549,34.7555573,"13000 CHENAL PW","Little Rock"," Arkansas"
"191","2014-057949",60,"Breaking ",2014-05-26,5,"Monday",-92.3526357,34.7628723,"1201 N BRYAN ST","Little Rock"," Arkansas"
"192","2014-058822",90,"Breaking ",2014-05-28,5,"Wednesday",-92.3704683,34.6346473,"11 WHISPERING OAK DR","Little Rock"," Arkansas"
"193","2015-062089",90,"Breaking ",2015-06-03,6,"Wednesday",-92.4294544,34.6591092,"13600 OTTER CREEK","Little Rock"," Arkansas"
"194","2015-075445",64,"Breaking ",2015-06-05,6,"Friday",-92.3972252,34.7485992,"10900 FINANCIAL CENTRE","Little Rock"," Arkansas"
"195","2014-063433",54,"Breaking ",2014-06-07,6,"Saturday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"196","2014-063371",71,"Breaking ",2014-06-07,6,"Saturday",-92.4457909,34.740019,"15503 CAPITOL HILL","Little Rock"," Arkansas"
"197","2014-063364",71,"Breaking ",2014-06-07,6,"Saturday",-92.4457909,34.740019,"15503 CAPITOL HILL","Little Rock"," Arkansas"
"198","2015-063529",54,"Breaking ",2015-06-08,6,"Monday",-92.3348552,34.7380035,"1516 FAIR PARK","Little Rock"," Arkansas"
"199","2015-064586",92,"Breaking ",2015-06-10,6,"Wednesday",-92.4128818,34.6299524,"34 PONDS EDGE LN","Little Rock"," Arkansas"
"200","2015-065340",64,"Breaking ",2013-06-12,6,"Wednesday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"201","2015-065326",64,"Breaking ",2015-06-12,6,"Friday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"202","2015-065333",64,"Breaking ",2015-06-12,6,"Friday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"203","2015-068368",54,"Breaking ",2015-06-19,6,"Friday",-92.3345277,34.7345793,"1901 FAIR PARK","Little Rock"," Arkansas"
"204","2014-072498",93,"Breaking ",2014-06-21,6,"Saturday",-92.429611,34.6704145,"12 WIMBLEDON GREEN","Little Rock"," Arkansas"
"205","2015-070006",71,"Breaking ",2015-06-23,6,"Tuesday",-92.4426101,34.739994,"15507 CAPITOL HILL","Little Rock"," Arkansas"
"206","2015-069983",71,"Breaking ",2015-06-23,6,"Tuesday",-92.4454571,34.739559,"15501 CAPITOL HILL","Little Rock"," Arkansas"
"207","2014-073344",71,"Breaking ",2014-06-30,6,"Monday",-92.4277812,34.7505398,"20 MARKHAM PLACE","Little Rock"," Arkansas"
"208","2014-074401",92,"Breaking ",2014-07-02,7,"Wednesday",-92.4168872,34.6442993,"11710 VIMY RIDGE RD","Little Rock"," Arkansas"
"209","2014-074304",63,"Breaking ",2014-07-02,7,"Wednesday",-92.3736109,34.7918029,"6 RIVER RIDGE","Little Rock"," Arkansas"
"210","2014-077771",71,"Breaking ",2014-07-10,7,"Thursday",-92.4242296,34.7429307,"24 TAYLOR PARK","Little Rock"," Arkansas"
"211","2014-077762",71,"Breaking ",2014-07-10,7,"Thursday",-92.424384,34.7429276,"22 TAYLOR PARK","Little Rock"," Arkansas"
"212","2015-078538",52,"Breaking ",2015-07-12,7,"Sunday",-92.293027,34.723275,"2619 S WOLFE","Little Rock"," Arkansas"
"213","2015-079052",50,"Breaking ",2015-07-13,7,"Monday",-92.3305981,34.7789716,"22 BLUE RIDGE","Little Rock"," Arkansas"
"214","2014-082385",42,"Breaking ",2014-07-14,7,"Monday",-92.1887446,34.7188036,"8601 FOURCHE DAM","Little Rock"," Arkansas"
"215","2015-080352",92,"Breaking ",2015-07-15,7,"Wednesday",-92.4170887,34.633196,"12800 VIMY RD","Little Rock"," Arkansas"
"216","2014-087857",71,"Breaking ",2014-07-25,7,"Friday",-92.4173781,34.748179,"612 TRUMPLER ST","Little Rock"," Arkansas"
"217","2015-087744",64,"Breaking ",2015-07-31,7,"Friday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"218","2015-089183",64,"Breaking ",2015-08-05,8,"Wednesday",-92.3978427,34.7483934,"10920 FINANCIAL CENTRE","Little Rock"," Arkansas"
"219","2014-090228",71,"Breaking ",2014-08-07,8,"Thursday",-92.4272214,34.7506588,"21 MARKHAM PLACE","Little Rock"," Arkansas"
"220","2014-091962",63,"Breaking ",2014-08-12,8,"Tuesday",-92.2895948,34.7464809,"6500 FATHER ST","Little Rock"," Arkansas"
"221","2014-095179",71,"Breaking ",2014-08-19,8,"Tuesday",-92.4426101,34.739994,"15511 CAPITOL HILL","Little Rock"," Arkansas"
"222","2014-095125",71,"Breaking ",2014-08-19,8,"Tuesday",-92.4457909,34.740019,"15503 CAPITOL HILL","Little Rock"," Arkansas"
"223","2014-095124",71,"Breaking ",2014-08-19,8,"Tuesday",-92.4426101,34.739994,"15507 CAPITOL HILL","Little Rock"," Arkansas"
"224","2014-095117",71,"Breaking ",2014-08-19,8,"Tuesday",-92.4426101,34.739994,"15507 CAPITOL HILL","Little Rock"," Arkansas"
"225","2015-095247",93,"Breaking ",2015-08-20,8,"Thursday",-92.4351748,34.6652968,"16512 OTTER CREEK","Little Rock"," Arkansas"
"226","2014-098032",91,"Breaking ",2014-08-26,8,"Tuesday",-92.3777948,34.6519567,"8905 MABELVALE CUT-OFF","Little Rock"," Arkansas"
"227","2015-098862",54,"Breaking ",2015-08-28,8,"Friday",-92.3347782,34.740033,"1300 FAIR PARK","Little Rock"," Arkansas"
"228","2014-100561",91,"Breaking ",2014-08-30,8,"Saturday",-92.387465,34.653822,"9808 MABELVALE MAIN ST","Little Rock"," Arkansas"
"229","2015-100154",90,"Breaking ",2015-08-31,8,"Monday",-92.3777563,34.6975996,"5812 TALL PINE","Little Rock"," Arkansas"
"230","2015-100029",90,"Breaking ",2015-08-31,8,"Monday",-92.3851032,34.6942404,"11 JAVA CT","Little Rock"," Arkansas"
"231","2015-100463",71,"Breaking ",2015-09-01,9,"Tuesday",-92.4003156,34.7578378,"510 GREEN MOUNTAIN","Little Rock"," Arkansas"
"232","2015-102889",71,"Breaking ",2015-09-07,9,"Monday",-92.4426101,34.739994,"15509 CAPITOL HILL","Little Rock"," Arkansas"
"233","2014-104135",92,"Breaking ",2014-09-09,9,"Tuesday",-92.4128625,34.627771,"11 LEPRECHAUN LN","Little Rock"," Arkansas"
"234","2014-105063",72,"Breaking ",2014-09-11,9,"Thursday",-92.4904422,34.7866317,"24 ORLE","Little Rock"," Arkansas"
"235","2015-105797",71,"Breaking ",2015-09-13,9,"Sunday",-92.4003114,34.7578023,"504 GREEN MOUNTAIN","Little Rock"," Arkansas"
"236","2015-106157",81,"Breaking ",2015-09-14,9,"Monday",-92.2895948,34.7464809,"300 KEITHLEY DR","Little Rock"," Arkansas"
"237","2015-108564",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11716 PLEASANT RIDGE","Little Rock"," Arkansas"
"238","2015-108563",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11716 PLEASANT RIDGE","Little Rock"," Arkansas"
"239","2015-108553",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11718 PLEASANT RIDGE","Little Rock"," Arkansas"
"240","2015-108548",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11718 PLEASANT RIDGE","Little Rock"," Arkansas"
"241","2015-108547",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054496,34.7961036,"11720 PLEASANT RIDGE","Little Rock"," Arkansas"
"242","2015-108546",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11718 PLEASANT RIDGE","Little Rock"," Arkansas"
"243","2015-108540",70,"Breaking ",2015-09-20,9,"Sunday",-92.4054678,34.7960934,"11718 PLEASANT RIDGE","Little Rock"," Arkansas"
"244","2014-110244",72,"Breaking ",2014-09-23,9,"Tuesday",-92.4358119,34.7907513,"106 HICKORY CREEK","Little Rock"," Arkansas"
"245","2014-110227",72,"Breaking ",2014-09-23,9,"Tuesday",-92.4374336,34.7914952,"114 HICKORY CREEK","Little Rock"," Arkansas"
"246","2015-111197",71,"Breaking ",2015-09-25,9,"Friday",-92.4173489,34.7925259,"13200 SAM PECK RD","Little Rock"," Arkansas"
"247","2015-112297",40,"Breaking ",2015-09-29,9,"Tuesday",-92.2643579,34.7429918,"400 FERRY ST","Little Rock"," Arkansas"
"248","2014-115732",70,"Breaking ",2014-10-05,10,"Sunday",-92.407345,34.7957389,"11710 PLEASANT RIDGE","Little Rock"," Arkansas"
"249","2015-115936",50,"Breaking ",2015-10-08,10,"Thursday",-92.3161469,34.7598326,"3901 CEDER HILL DR","Little Rock"," Arkansas"
"250","2014-126019",51,"Breaking ",2014-10-29,10,"Wednesday",-92.2854526,34.7436111,"711 S PULASKI ST","Little Rock"," Arkansas"
"251","2015-125765",93,"Breaking ",2015-11-01,11,"Sunday",-92.4294544,34.6591092,"13600 OTTER CREEK","Little Rock"," Arkansas"
"252","2014-127982",92,"Breaking ",2014-11-03,11,"Monday",-92.3912555,34.659987,"56 PINEDALE","Little Rock"," Arkansas"
"253","2015-126550",93,"Breaking ",2015-11-03,11,"Tuesday",-92.4305594,34.6577666,"27 QUAIL RUN","Little Rock"," Arkansas"
"254","2015-126930",92,"Breaking ",2015-11-04,11,"Wednesday",-92.4139431,34.6284842,"8 IRISH ROSE","Little Rock"," Arkansas"
"255","2014-136224",52,"Breaking ",2014-11-24,11,"Monday",-92.2809081,34.7154317,"3324 S ARCH ST","Little Rock"," Arkansas"
"256","2015-138520",92,"Breaking ",2015-12-04,12,"Friday",-92.427591,34.637924,"9 WHISPERING DR","Little Rock"," Arkansas"
"257","2015-140444",72,"Breaking ",2015-12-09,12,"Wednesday",-92.4877971,34.8175116,"6408 THE DIVIDE","Little Rock"," Arkansas"
"258","2015-140299",72,"Breaking ",2015-12-09,12,"Wednesday",-92.4863446,34.8156885,"6402 THE DIVIDE","Little Rock"," Arkansas"
"259","2014-143192",42,"Breaking ",2014-12-12,12,"Friday",-92.2024759,34.7262181,"5920 FOURCHE DAM","Little Rock"," Arkansas"
"260","2014-144688",64,"Breaking ",2014-12-16,12,"Tuesday",-92.4001093,34.7461247,"11301 FINANCIAL CENTRE","Little Rock"," Arkansas"
"261","2015-143193",63,"Breaking ",2015-12-16,12,"Wednesday",-92.4078911,34.7903654,"15 RIO GRAND FOREST RD","Little Rock"," Arkansas"
"262","2015-145573",81,"Breaking ",2015-12-22,12,"Tuesday",-92.3307939,34.6924991,"4800 TERRA VISTA","Little Rock"," Arkansas"
"263","2014-148317",92,"Breaking ",2014-12-25,12,"Thursday",-92.4273885,34.6586883,"1 OTTER CREEK","Little Rock"," Arkansas"
"264","2015-147130",64,"Breaking ",2015-12-26,12,"Saturday",-92.3972252,34.7485992,"10900 FINANCIAL CENTRE","Little Rock"," Arkansas"
"265","2014-149356",51,"Breaking ",2014-12-28,12,"Sunday",-92.3421246,34.7175265,"6311 W ASHER","Little Rock"," Arkansas"
"266","2014-150141",72,"Breaking ",2014-12-30,12,"Tuesday",-92.4710399,34.8139298,"118 VALLEY RANCH","Little Rock"," Arkansas"
"267","2014-150036",60,"Breaking ",2014-12-30,12,"Tuesday",-92.3527867,34.7613563,"1011 N BRYAN ST","Little Rock"," Arkansas"
"268","2014-000231",40,"Breaking ",2013-12-31,12,"Tuesday",-92.2649003,34.7486605,"200 E LAHARPE","Little Rock"," Arkansas"
"269","2015-001884",91,"Burglary - Residential",2015-01-05,1,"Monday",-92.370237,34.650246,"11006 LEGION HUT RD","Little Rock"," Arkansas"
"270","2015-001843",91,"Burglary - Residential",2015-01-05,1,"Monday",-92.3698299,34.6491798,"11121 LEGION HUT RD","Little Rock"," Arkansas"
"271","2015-003366",93,"Burglary - Residential",2015-01-09,1,"Friday",-92.4305594,34.6577666,"20 QUAIL RUN","Little Rock"," Arkansas"
"272","2015-005324",93,"Burglary - Residential",2015-01-15,1,"Thursday",-92.4305594,34.6577666,"20 QUAIL RUN","Little Rock"," Arkansas"
"273","2015-005988",91,"Burglary - Residential",2015-01-16,1,"Friday",-92.3880539,34.654694,"9910 MABELVALE MAIN ST","Little Rock"," Arkansas"
"274","2015-008769",91,"Burglary - Residential",2015-01-23,1,"Friday",-92.3657453,34.6440048,"7708 CLAYBROOK RD","Little Rock"," Arkansas"
"275","2015-012016",43,"Burglary - Residential",2015-01-31,1,"Saturday",-99.3267702,38.8791783,"115 HAYS DR","Little Rock"," Arkansas"
"276","2015-013134",91,"Burglary - Residential",2015-02-03,2,"Tuesday",-92.3658417,34.6527498,"7821 DEPRIEST RD","Little Rock"," Arkansas"
"277","2015-013109",91,"Burglary - Residential",2015-02-03,2,"Tuesday",-92.368869,34.648648,"11221 LEGION HUT RD","Little Rock"," Arkansas"
"278","2015-015818",71,"Burglary - Residential",2015-02-10,2,"Tuesday",-92.4454571,34.739559,"15501 CAPITOL HILL","Little Rock"," Arkansas"
"279","2015-016270",91,"Burglary - Residential",2015-02-11,2,"Wednesday",-92.3660537,34.6439988,"7712 CLAYBROOK RD","Little Rock"," Arkansas"
"280","2015-016172",91,"Burglary - Residential",2015-02-11,2,"Wednesday",-92.3651092,34.6529799,"7800 DEPRIEST RD","Little Rock"," Arkansas"
"281","2015-016087",91,"Burglary - Residential",2015-02-11,2,"Wednesday",-92.368869,34.648648,"11221 LEGION HUT RD","Little Rock"," Arkansas"
"282","2015-018029",91,"Burglary - Residential",2015-02-14,2,"Saturday",-92.369514,34.6544172,"10525 LEGION HUT RD","Little Rock"," Arkansas"
"283","2015-017823",93,"Burglary - Residential",2015-02-15,2,"Sunday",-92.422777,34.672539,"3 SOUTHERN HILLS","Little Rock"," Arkansas"
"284","2015-017749",91,"Burglary - Residential",2015-02-15,2,"Sunday",-92.3697829,34.6552169,"10500 LEGION HUT RD","Little Rock"," Arkansas"
"285","2015-018316",71,"Burglary - Residential",2015-02-17,2,"Tuesday",-92.4426101,34.739994,"15505 CAPITOL HILL","Little Rock"," Arkansas"
"286","2015-024495",54,"Burglary - Residential",2015-03-06,3,"Friday",-92.3343471,34.7384135,"1415 FAIR PARK","Little Rock"," Arkansas"
"287","2015-025662",93,"Burglary - Residential",2015-03-10,3,"Tuesday",-92.4294544,34.6591092,"13600 OTTER CREEK","Little Rock"," Arkansas"
"288","2015-035538",71,"Burglary - Residential",2015-04-03,4,"Friday",-92.4454571,34.739559,"15501 CAPITOL HILL","Little Rock"," Arkansas"
"289","2015-039589",91,"Burglary - Residential",2015-04-11,4,"Saturday",-92.3709889,34.6344861,"10 WHISPERING OAK DR","Little Rock"," Arkansas"
"290","2015-044214",54,"Burglary - Residential",2015-04-22,4,"Wednesday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"291","2015-048277",54,"Burglary - Residential",2015-05-04,5,"Monday",-92.3350286,34.741862,"1100 FAIR PARK APT 29 BL","Little Rock"," Arkansas"
"292","2015-049463",92,"Burglary - Residential",2015-05-07,5,"Thursday",-92.3978137,34.6592109,"59 ANGEL CT","Little Rock"," Arkansas"
"293","2015-052557",92,"Burglary - Residential",2015-05-14,5,"Thursday",NA,NA,"8500 TEDBURN / 9400 MERRIVALE DR DR","Little Rock"," Arkansas"
"294","2015-060237",80,"Burglary - Residential",2015-06-01,6,"Monday",-92.3298403,34.7029829,"4805 ROSEMOOR DR","Little Rock"," Arkansas"
"295","2015-066492",54,"Burglary - Residential",2015-06-15,6,"Monday",-92.3348167,34.727475,"2619 FAIR PARK","Little Rock"," Arkansas"
"296","2015-068841",80,"Burglary - Residential",2015-06-20,6,"Saturday",-92.3614082,34.6710605,"7515 AZALEAL DR","Little Rock"," Arkansas"
"297","2015-071843",62,"Burglary - Residential",2015-06-28,6,"Sunday",-92.3566283,34.7088001,"4715 DARRAUGH DR","Little Rock"," Arkansas"
"298","2015-073303",54,"Burglary - Residential",2015-07-01,7,"Wednesday",-92.3350286,34.741862,"1100 FAIR PARK","Little Rock"," Arkansas"
"299","2015-080037",91,"Burglary - Residential",2015-07-16,7,"Thursday",-92.3651188,34.6372888,"7700 BUNCH RD","Little Rock"," Arkansas"
"300","2015-082034",81,"Burglary - Residential",2015-07-20,7,"Monday",-92.3307939,34.6924991,"4816 TERRA CIR","Little Rock"," Arkansas"
"301","2015-083634",90,"Burglary - Residential",2015-07-23,7,"Thursday",-92.4305594,34.6577666,"20 QUAIL RUN","Little Rock"," Arkansas"
"302","2015-083516",93,"Burglary - Residential",2015-07-23,7,"Thursday",-92.4230908,34.6716253,"9 SOUTHERN HILLS","Little Rock"," Arkansas"
"303","2015-084965",91,"Burglary - Residential",2015-07-27,7,"Monday",-92.3773885,34.7199426,"9401 W 37TH ST","Little Rock"," Arkansas"
"304","2015-085362",92,"Burglary - Residential",2015-07-28,7,"Tuesday",-92.3884584,34.6557356,"9817 MABELVALE","Little Rock"," Arkansas"
"305","2015-086842",71,"Burglary - Residential",2015-07-31,7,"Friday",-92.40032,34.7578928,"516 GREEN MOUNTAIN","Little Rock"," Arkansas"
"306","2015-088488",91,"Burglary - Residential",2015-08-04,8,"Tuesday",-92.3699285,34.6373362,"8116 BUNCH RD","Little Rock"," Arkansas"
"307","2015-091559",54,"Burglary - Residential",2015-08-11,8,"Tuesday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"308","2015-092769",71,"Burglary - Residential",2015-08-14,8,"Friday",-92.4173489,34.7925259,"13200 SAM PECK RD","Little Rock"," Arkansas"
"309","2015-093891",71,"Burglary - Residential",2015-08-17,8,"Monday",-92.4173489,34.7925259,"13200 SAM PECK RD","Little Rock"," Arkansas"
"310","2015-094498",54,"Burglary - Residential",2015-08-19,8,"Wednesday",-92.3350286,34.741862,"1100 FAIR PARK","Little Rock"," Arkansas"
"311","2015-097107",90,"Burglary - Residential",2015-08-25,8,"Tuesday",-92.4107978,34.7000395,"100 SANIBEL","Little Rock"," Arkansas"
"312","2015-098047",63,"Burglary - Residential",2015-08-27,8,"Thursday",-92.3810052,34.7597157,"3 TREASURE HILL","Little Rock"," Arkansas"
"313","2015-097963",90,"Burglary - Residential",2015-08-27,8,"Thursday",-92.3830976,34.692639,"6224 MCPHERSON RD","Little Rock"," Arkansas"
"314","2015-098520",92,"Burglary - Residential",2015-08-28,8,"Friday",-92.3977365,34.6582191,"71 ANGEL CT","Little Rock"," Arkansas"
"315","2015-101423",91,"Burglary - Residential",2015-09-04,9,"Friday",-92.3884584,34.6557356,"9817 MABELVALE","Little Rock"," Arkansas"
"316","2015-103642",91,"Burglary - Residential",2015-09-09,9,"Wednesday",-92.3801087,34.6319114,"9002 JOHNSON RD","Little Rock"," Arkansas"
"317","2015-112372",91,"Burglary - Residential",2015-09-30,9,"Wednesday",-92.371127,34.635941,"135 WHISPERING OAK","Little Rock"," Arkansas"
"318","2015-120809",93,"Burglary - Residential",2015-10-20,10,"Tuesday",-92.4294544,34.6591092,"13600 OTTER CREEK","Little Rock"," Arkansas"
"319","2015-122570",91,"Burglary - Residential",2015-10-25,10,"Sunday",-92.3884584,34.6557356,"9817 MABELVALE","Little Rock"," Arkansas"
"320","2015-123112",93,"Burglary - Residential",2015-10-26,10,"Monday",-92.429611,34.6704145,"12 WIMBLEDON GREEN","Little Rock"," Arkansas"
"321","2015-127268",91,"Burglary - Residential",2015-11-05,11,"Thursday",-92.3702177,34.6331185,"8121 CASTLE VALLEY RD","Little Rock"," Arkansas"
"322","2015-129825",54,"Burglary - Residential",2015-11-12,11,"Thursday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"323","2015-131445",91,"Burglary - Residential",2015-11-16,11,"Monday",-92.3658031,34.6537007,"7805 PAT LN","Little Rock"," Arkansas"
"324","2015-132665",71,"Burglary - Residential",2015-11-18,11,"Wednesday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"325","2015-134716",80,"Burglary - Residential",2015-11-24,11,"Tuesday",-92.3307939,34.6924991,"4800 TERRA VISTA","Little Rock"," Arkansas"
"326","2015-135308",91,"Burglary - Residential",2015-11-26,11,"Thursday",-92.3888639,34.6480698,"11301 DEWITT LN","Little Rock"," Arkansas"
"327","2015-137093",54,"Burglary - Residential",2015-12-01,12,"Tuesday",-92.3347782,34.740033,"1300 FAIR PARK","Little Rock"," Arkansas"
"328","2015-140170",93,"Burglary - Residential",2015-12-09,12,"Wednesday",-92.4294544,34.6591092,"13600 OTTER CREEK","Little Rock"," Arkansas"
"329","2015-143964",93,"Burglary - Residential",2015-12-19,12,"Saturday",-92.429611,34.6704145,"9 WIMBLEDON GREEN","Little Rock"," Arkansas"
"330","2014-002066",40,"Burglary - Residential",2014-01-02,1,"Thursday",-92.266468,34.7425281,"503 E 6TH APT 7N ST","Little Rock"," Arkansas"
"331","2014-013700",62,"Burglary - Residential",2014-01-06,1,"Monday",-92.3618613,34.7252829,"3313 VANCOUVER DR","Little Rock"," Arkansas"
"332","2014-003144",80,"Burglary - Residential",2014-01-08,1,"Wednesday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"333","2015-006841",62,"Burglary - Residential",2015-01-16,1,"Friday",-92.3655437,34.7030444,"1 DANWOOD RD","Little Rock"," Arkansas"
"334","2015-008577",71,"Burglary - Residential",2015-01-21,1,"Wednesday",-92.4173489,34.7925259,"13200 SAM PECK RD","Little Rock"," Arkansas"
"335","2015-026456",91,"Burglary - Residential",2015-02-01,2,"Sunday",-92.3739772,34.6514261,"8520 SHILOH DR","Little Rock"," Arkansas"
"336","2014-019121",91,"Burglary - Residential",2014-02-18,2,"Tuesday",-92.3657164,34.6519207,"9 KELLI CT","Little Rock"," Arkansas"
"337","2014-044631",93,"Burglary - Residential",2014-04-22,4,"Tuesday",-92.429611,34.6704145,"14 WIMBLEDON GREEN","Little Rock"," Arkansas"
"338","2014-044249",91,"Burglary - Residential",2014-04-22,4,"Tuesday",-92.3700924,34.6544924,"10524 LEGION HUT RD","Little Rock"," Arkansas"
"339","2015-059752",91,"Burglary - Residential",2015-05-30,5,"Saturday",-92.3696586,34.6500844,"11013 LEGION HUT RD","Little Rock"," Arkansas"
"340","2014-061105",54,"Burglary - Residential",2014-05-31,5,"Saturday",-92.3339967,34.7212108,"3401 FAIR PARK","Little Rock"," Arkansas"
"341","2015-063522",80,"Burglary - Residential",2015-06-08,6,"Monday",-92.3298403,34.7029829,"4805 ROSEMOOR DR","Little Rock"," Arkansas"
